Time;Reduced Scale Factor
0;0
0.040583787392526105;0.02788515041121148
0.08116757478505221;0.03700346458777992
0.12175136217757654;0.04503063752924356
0.16233514957010264;0.05235324895757188
0.20291893696262875;0.059167859597507026
0.24350272435515485;0.06559152472584
0.2840865117476792;0.07170102948631268
0.3246702991402053;0.07755016598599757
0.3652540865327314;0.08317846289802408
0.4058378739252575;0.08861604333331045
0.4464216613177818;0.09388652972994035
0.48700544871030793;0.09900888063578779
0.527589236102834;0.10399860518889015
0.5681730234953584;0.10886859608083838
0.6087568108878845;0.11362971859447862
0.6493405982804106;0.11829123809449628
0.6899243856729367;0.12286113726999143
0.730508173065461;0.127346356165939
0.7710919604579871;0.13175297690713375
0.8116757478505132;0.13608636801062773
0.8522595352430393;0.1403512986466499
0.8928433226355637;0.14455203019824425
0.9334271100280898;0.14869239042830082
0.9740108974206159;0.15277583415018411
1.014594684813142;0.1568054933033548
1.0551784722056663;0.16078421862331566
1.0957622595981924;0.16471461457796918
1.1363460469907185;0.1685990688616528
1.1769298343832428;0.17243977745424613
1.217513621775769;0.17623876603871594
1.258097409168295;0.1799979084073812
1.2986811965608211;0.1837189423616982
1.3392649839533455;0.1874034835129284
1.3798487713458716;0.19105303731475054
1.4204325587383977;0.19466900959865047
1.4610163461309238;0.19825271583502763
1.5016001335234481;0.20180538930460415
1.5421839209159742;0.20532818833380753
1.5827677083085003;0.20882220272272403
1.6233514957010264;0.2122884594737648
1.6639352830935508;0.2157279279124065
1.7045190704860769;0.21914152427753145
1.745102857878603;0.2225301158474252
1.7856866452711273;0.2258945246579412
1.8262704326636534;0.22923553086135767
1.8668542200561795;0.2325538757677437
1.9074380074487056;0.23585026460499517
1.94802179484123;0.23912536902891227
1.988605582233756;0.24237982941062033
2.029189369626282;0.24561425692516514
2.0697731570188083;0.24882923546214428
2.1103569444113326;0.2520253233766863
2.1509407318038587;0.2552030550968944
2.191524519196385;0.2583629426019737
2.232108306588911;0.2615054767836212
2.2726920939814352;0.2646311287018268
2.3132758813739613;0.26774035074499464
2.3538596687664874;0.2708335777032063
2.3944434561590118;0.2739112277624997
2.435027243551538;0.2769737034272019
2.475611030944064;0.28002139237662305
2.51619481833659;0.2830546682617717
2.5567786057291144;0.2860738914471813
2.5973623931216405;0.28907940970243273
2.6379461805141666;0.2920715588475103
2.6785299679066927;0.2950506633557293
2.719113755299217;0.2980170369176212
2.759697542691743;0.30097098296884345
2.8002813300842693;0.30391279518490183
2.8408651174767954;0.3068427579452179
2.8814489048693197;0.30976114676884964
2.922032692261846;0.31266822872396777
2.962616479654372;0.31556426281301
3.0032002670468962;0.3184495003352683
3.0437840544394223;0.3213241852285172
3.0843678418319485;0.32418855439115585
3.1249516292244746;0.3270428379862163
3.165535416616999;0.32988725972847965
3.206119204009525;0.3327220371558417
3.246702991402051;0.3355473818859803
